opportunity_title,description,deadline,link,category,crawled_at
Job openings,No description available,Not specified,https://oneacrefund.org/work-with-us/job-openings/careers/job-openings,Job,2025-08-01T16:59:34.792161+00:00
Careers,No description available,Not specified,https://oneacrefund.org/work-with-us/job-openings/careers,Job,2025-08-01T16:59:34.792171+00:00
Why work here,No description available,Not specified,https://oneacrefund.org/work-with-us/job-openings/careers/why-work-here,Job,2025-08-01T16:59:34.792177+00:00
Careers stories,No description available,Not specified,https://oneacrefund.org/work-with-us/job-openings/careers/why-work-here/careers-stories,Job,2025-08-01T16:59:34.792183+00:00
Internship program,No description available,Not specified,https://oneacrefund.org/work-with-us/job-openings/careers/applying-one-acre-fund/internship-program,Job,2025-08-01T16:59:34.792189+00:00
Burundi Grants Administrator (Fixed-Term),No description available,Not specified,https://oneacrefund.org/work-with-us/job-openings/vacancies/burundi-grants-administrator-fixed-term,Scholarship,2025-08-01T16:59:34.792195+00:00
Top Jobs,No description available,Not specified,https://careers.au.int/topjobs/,Job,2025-08-01T16:59:38.730545+00:00
View All Jobs,No description available,Not specified,https://jobs.au.int/search/au.int,Job,2025-08-01T16:59:38.730571+00:00
ERROR,403 Client Error: Forbidden for url: https://www.afdb.org/en/vacancies,N/A,https://www.afdb.org/en/vacancies,Error,2025-08-01T16:59:39.815961+00:00
Careers,No description available,Not specified,https://www.tonyelumelufoundation.org/careers,Job,2025-08-01T16:59:42.698770+00:00
TEF Entrepreneurship Programme,No description available,Not specified,https://www.tonyelumelufoundation.org/tef-entrepreneurship-programme,Entrepreneurship,2025-08-01T16:59:42.698799+00:00
From Farm to Future: Othniel’s Mission to Create 100 Jobs a Year in Benin,No description available,Not specified,https://anzisha.org/from-farm-to-future-othniels-mission-to-create-100-jobs-a-year-in-benin/,Job,2025-08-01T16:59:48.702608+00:00
JOB APPLICANT,"With 85% of the global population living in emerging markets, we see not only billions of opportunities but also billions of lives to impact. We envision a world where emerging market economies and societies thrive on a strong foundation of innovative and robust entrepreneurial ecosystems.",Not specified,http://jobs.seedstars.com/,Job,2025-08-01T16:59:52.109808+00:00
Careers,No description available,Not specified,https://www.seedstars.com/opportunities/careers/,Job,2025-08-01T16:59:52.109835+00:00
"GLOBAL • FINANCIAL SERVICESHow to Raise $1.2m in Funding (Mesfix Case)As Mesfix raised its latest round of $1.2million, Seedstars wanted to get back in touch with Felipe Tascon, co-founder and CEO of ",GLOBAL • FINANCIAL SERVICES,Not specified,https://www.seedstars.com/content-hub/life/how-raise-12m-funding-mesfix-case/,Scholarship,2025-08-01T16:59:52.109839+00:00
"AFRICA • FINANCIAL SERVICESFuture bright as african tech startup funding growsAfrica has long lagged behind the rest of the world when it comes to investment, even in the continent’s most exciting tec",AFRICA • FINANCIAL SERVICES,Not specified,https://www.seedstars.com/content-hub/life/future-bright-african-tech-startup-funding-grows/,"Scholarship, Entrepreneurship",2025-08-01T16:59:52.109843+00:00
OPEN CALLS FOR ENTREPRENEURS,No description available,Not specified,https://www.seedstars.com/community/entrepreneurs/programs/,Entrepreneurship,2025-08-01T16:59:52.109846+00:00
Local competitions,No description available,Not specified,https://www.seedstarsworld.com/local-competitions/,Competition,2025-08-01T16:59:52.109850+00:00
GLOBAL •The Grand Finale of the Seedstars World Competition 2020/21 is here!The Grand Finale of the Seedstars World competition is here! Discover the most promising startups of the largest startup com,GLOBAL •,Not specified,https://www.seedstars.com/content-hub/life/grand-finale-seedstars-world-competition-202021-here/,"Competition, Entrepreneurship",2025-08-01T16:59:52.109854+00:00
"GLOBAL • INVESTMENTFemale Founders in Emerging Markets: Fundraising Challenges & OpportunitiesIn honor of International Women’s Month, Seedstars organized a panel discussion where founders share how t",GLOBAL • INVESTMENT,Not specified,https://www.seedstars.com/content-hub/life/female-founders-emerging-markets-fundraising-challenges-opportunities/,"Job, Competition",2025-08-01T16:59:52.109857+00:00
ERROR,403 Client Error: Forbidden for url: https://www.gsma.com/innovationfund/,N/A,https://www.gsma.com/innovationfund/,Error,2025-08-01T16:59:53.156719+00:00
Africa's Business Heroes,"To strengthen the African entrepreneur ecosystem by identifying, telling the stories of, training, and awarding grant-funding to 100 Africa's Business Heroes across Africa over the next 10 years.",Not specified,https://africabusinessheroes.org/en/,"Scholarship, Training, Entrepreneurship",2025-08-01T16:59:54.910390+00:00
